"Wage","Education","Experience"
664.77,13,32
166.19,17,3
802.47,16,4
605.18,12,25
536.56,16,6
974.36,18,14
830.96,10,12
720.73,12,32
411.52,12,14
712.25,12,31
664.77,12,32
1305.79,16,26
638.57,12,18
1661.92,18,12
546.06,16,12
388.67,16,34
580.97,12,43
91.62,12,5
478.4,12,19
688.51,17,4
500,16,6
688.51,12,40
381.48,12,13
949.67,12,30
252.56,16,17
360.87,16,18
997.15,16,16
219.48,14,6
332.38,12,33
417.45,12,8
395.45,14,48
645.34,18,36
316,12,12
664.77,16,11
522.32,12,36
236.18,12,4
498.58,16,13
356.13,12,16
546.06,12,6
902.18,18,13
897.77,14,16
451.09,12,14
427.35,12,13
277.15,12,4
322.74,15,4
664.77,12,45
664.77,14,15
415,11,27
356.13,12,15
106.84,8,55
546.06,14,12
462.96,16,11
759.73,16,9
569.8,12,39
217.28,12,0
427.35,18,9
565.84,16,37
238.1,12,6
1714.68,12,25
270.06,12,2
422.1,12,6
356.13,14,3
459.37,15,18
356.13,13,5
339.51,12,6
598.29,12,18
345.03,12,42
356.13,16,3
771.6,16,17
546.06,16,7
688.51,13,23
641.03,14,7
712.25,18,10
605.41,17,10
379.87,12,15
457.35,12,25
593.54,15,5
567.9,18,23
510.45,16,17
522.32,16,15
1424.5,15,28
954.42,16,15
522.32,12,23
130.58,18,38
474.83,10,37
709.25,12,16
807.22,18,15
446.32,12,44
493.83,13,10
257.2,8,40
721.32,11,26
554.75,12,36
498.58,12,5
617.28,12,22
863.56,12,34
546.06,12,9
522.32,16,8
593.54,18,18
593.54,16,14
1020.89,2,41
510.45,14,20
237.42,12,5
524.69,16,17
474.83,16,17
902.18,13,31
164.61,13,7
356.13,16,20
759.73,12,10
234.57,12,17
735.99,12,12
415.48,12,22
356.13,14,11
287.27,16,9
296.3,12,6
308.64,13,17
451.09,12,24
510.45,12,7
301.52,9,17
474.83,13,18
761.32,12,15
721.3,14,23
878.44,12,13
332.38,12,14
316.83,13,37
296.77,12,13
246.91,12,6
333.33,12,34
113.94,12,41
759.73,12,32
721.45,8,47
399,12,5
334.36,18,8
522.32,13,8
332.38,12,10
735.99,16,6
510.45,16,4
546.06,12,22
522.32,17,9
382.72,12,37
323.08,17,9
679.01,18,3
1187.08,18,14
391.74,14,21
261.16,12,42
1278.66,16,40
664.77,17,14
712.25,18,17
1661.92,14,31
356.13,12,16
451.09,16,11
296.3,14,7
379.87,12,31
568.73,16,4
392.21,12,16
658.93,12,26
345.68,8,51
569.8,18,36
514.91,18,8
546.06,12,12
379.87,16,6
546.06,12,7
379.87,12,8
71.23,13,28
134.66,8,56
74.79,12,18
288.07,12,41
546.06,13,21
170.94,12,9
461.8,11,36
688.51,12,29
702.75,18,11
189.93,12,2
1099.24,18,25
262.67,12,7
268.86,14,6
925.93,12,31
470.09,16,15
417.47,17,11
712.25,12,34
1654.32,11,31
490.74,16,8
569.8,13,16
695.54,12,27
394.68,13,-1
569.8,14,24
688.51,16,15
1481.48,10,40
59.35,12,3
206.55,12,12
356.13,16,25
593.54,15,22
522.32,12,27
981.32,15,36
405.29,12,25
300.33,12,3
217.86,13,0
902.18,18,24
688.51,17,20
185.19,13,-1
341.88,16,18
525.26,8,42
641.03,8,43
1018.52,18,18
237.42,12,35
259,11,42
478.71,12,21
381.48,12,22
370.37,12,48
416.22,12,12
394.11,13,11
533.55,8,41
617.28,15,3
510.45,12,9
358.5,12,12
237.42,11,14
187.19,12,19
641.03,16,4
363.11,13,4
830.96,15,23
254.51,14,12
391.74,12,23
213.68,12,43
522.32,12,23
303.89,13,15
127.71,15,12
841.75,16,12
462.96,14,16
474.83,8,38
415.48,14,5
135.33,12,6
505.7,12,37
382.13,14,22
448.36,12,18
356.13,12,9
617.28,12,8
807.22,18,11
759.73,4,34
712.25,12,15
265.91,12,9
348.77,12,22
332.38,12,21
522.32,12,14
593.54,16,17
688.51,12,22
688.51,12,8
427.35,14,6
569.8,18,16
693.26,18,33
213.68,12,8
510.45,12,16
284.9,18,3
878.44,16,9
522.32,12,25
227.92,12,9
308.64,9,3
522.32,12,24
472.39,12,7
262.23,12,8
451.09,16,14
229.17,12,24
643.23,14,13
197.53,18,19
569.8,12,19
284.9,8,43
641.03,17,17
356.13,9,49
203.23,12,8
189.93,14,2
351.38,12,22
393.78,12,35
277.59,14,23
92.59,11,4
1213.99,18,12
713.58,12,29
638.75,18,18
308.64,13,6
584.64,16,18
783.48,12,15
142.45,12,3
854.7,15,17
584.05,12,14
370.37,12,4
546.06,15,2
1068.38,16,13
830.96,16,12
670.77,18,11
474.83,12,21
610.16,12,25
451.09,12,13
333.33,8,21
386.99,16,6
249.29,14,4
205.76,15,1
631.53,13,43
398.86,18,2
211.64,8,47
712.25,12,16
308.64,12,15
543.21,12,31
593.54,17,4
201.8,18,4
1151.47,14,20
484.33,8,49
1187.08,18,31
154.32,14,0
1068.38,18,20
951.69,16,36
1372.05,14,40
783.48,16,34
367.74,16,13
593.54,12,12
370.37,12,10
546.06,16,16
1365.15,16,39
201.8,18,3
85.47,18,35
85.47,18,8
641.03,14,19
1661.92,18,17
949.67,18,6
1471.98,16,28
617.28,12,13
498.58,14,45
593.54,12,12
197.53,6,47
216.52,3,25
522.32,12,12
688.51,12,31
320.99,10,41
356.13,12,15
189.93,8,52
593.54,13,13
620.18,16,16
617.28,18,9
370.3,12,8
854.7,18,36
356.13,14,10
854.7,15,34
759.73,17,25
569.8,15,15
546.06,12,5
493.83,12,10
277.78,12,13
249.29,10,4
118.71,15,6
378.58,12,6
771.6,17,16
569.8,18,24
296.3,14,0
987.65,12,18
1020.89,16,20
212.35,12,5
442.39,8,30
676.64,12,27
249.29,12,47
237.42,12,15
379.87,14,7
747.86,15,9
427.35,15,30
617.28,12,9
759.73,12,32
332.38,13,2
806.79,16,21
688.51,12,27
332.38,11,2
652.9,13,18
818.21,12,24
332.38,16,6
205.76,14,0
205.76,15,0
522.32,14,11
498.58,12,17
393.06,12,4
90.22,16,10
830.96,12,16
1020.89,16,11
522.32,17,19
1111.11,14,11
759.73,12,18
142.45,12,8
296.77,12,4
902.18,13,32
1305.79,18,17
546.06,12,41
379.87,14,5
339.51,14,6
332.38,14,29
178.06,12,7
1532.55,15,30
246.91,12,10
266.51,16,1
262.96,15,1
617.28,10,41
522.32,12,16
296.3,12,8
474.83,16,7
735.99,12,37
229.15,14,0
617.28,12,39
902.18,16,21
522.32,14,19
567.9,13,23
356.13,12,26
1068.38,12,20
207.74,10,3
341.17,12,9
284.9,16,6
759.73,12,40
574.22,12,20
540.12,12,18
356.13,12,11
574.55,13,13
416,14,30
216.05,12,3
477.42,12,15
1187.08,16,13
299.57,12,23
154.32,12,51
569.8,12,10
427.35,11,33
427.35,14,15
154.85,12,7
807.22,18,20
332.38,12,6
222.22,12,14
300.22,9,39
902.18,16,11
756.93,18,10
641.03,16,37
409.35,14,13
641.03,12,18
854.7,12,37
949.67,14,22
1234.57,13,-1
664.77,12,41
522.32,12,29
128.21,12,6
284.9,16,3
569.8,12,45
498.58,12,10
140.29,13,8
427.35,12,22
916.43,12,14
593.54,15,10
176.37,12,14
172.84,15,4
498.58,12,37
664.77,18,13
380.66,12,23
323.17,12,27
237.42,14,-1
474.83,12,6
268.38,12,19
1068.38,12,39
641.03,12,28
854.7,12,33
722.29,15,25
498.58,12,24
403.61,12,41
379.87,12,13
371.96,12,22
172.84,8,53
296.77,12,5
308.64,12,28
348.9,12,3
320.51,11,9
373.24,12,11
332.38,12,38
374.11,15,19
667.69,12,23
254.51,13,6
188.43,13,7
403.61,10,44
949.67,12,43
522.32,12,31
1305.79,12,24
527.07,18,11
230.29,13,11
308.64,9,43
522.32,12,27
889.51,16,40
1264.13,18,36
1037.04,12,9
944.92,14,5
359.81,18,14
1305.79,13,23
458.53,12,17
688.51,12,14
344.25,12,31
218.45,12,14
344.25,12,12
356.13,14,5
351.38,12,35
557.93,18,32
403.61,14,20
712.25,17,13
546.65,13,16
344.25,16,3
669.52,12,13
356.13,18,32
696.68,12,16
756.62,16,13
1020.89,16,18
997.15,12,35
593.54,14,10
253.09,12,22
305.58,15,8
333.69,12,7
308.64,12,2
356.13,12,35
403.61,12,27
338.9,15,4
664.77,12,34
624.41,14,16
1661.92,18,18
142.45,13,2
498.58,16,6
515.19,13,16
382.13,15,8
498.58,12,23
712.25,12,30
997.15,14,21
997.15,13,16
270.06,12,17
356.13,12,44
427.35,12,4
427.35,18,22
448.72,17,21
546.06,12,10
949.67,12,17
332.38,14,5
897.87,12,52
265.91,12,13
664.77,18,14
712.25,16,19
474.83,11,36
213.68,12,10
256.41,12,25
427.35,8,45
261.16,13,3
77.16,10,13
925.93,18,32
189.93,15,1
565.46,13,40
490.5,12,14
391.74,12,25
246.91,12,13
470.09,12,14
726.22,16,14
443.44,12,14
291.47,12,9
489.08,12,17
688.51,12,12
318.93,14,27
557.93,17,10
462.96,12,12
308.64,12,10
688.51,12,7
347.84,12,46
237.42,12,14
612.54,12,21
297.82,12,28
773.98,16,18
365.95,12,3
257.2,8,22
579.37,12,17
997.15,14,12
712.25,14,15
496.89,12,35
434.43,12,19
364.7,12,7
546.06,14,38
447.53,13,11
452.1,13,0
783.48,12,28
472.84,12,10
546.06,12,10
327.93,15,0
629.15,12,41
569.8,12,13
320.04,16,33
257.2,15,0
712.25,18,9
379.87,15,13
617.28,18,29
142.45,12,4
439.22,15,8
427.35,11,46
569.8,14,7
546.06,12,27
356.13,12,4
359.57,12,20
439.22,16,15
450.14,13,17
356.13,11,26
1111.11,14,22
205.76,13,1
727.3,12,17
719.8,12,38
759.73,16,13
593.54,16,1
605.18,16,11
854.7,12,13
712.25,18,18
1020.89,16,31
2010.2,14,34
1424.5,16,36
546.06,12,34
402.85,16,8
1210.83,16,21
1125.93,12,27
222.22,10,50
1092.12,18,38
712.25,16,11
830.96,14,26
493.83,16,18
556.77,16,3
712.25,12,6
71.68,16,2
631.64,15,40
759.73,16,7
664.77,12,13
534.19,16,9
1068.38,16,9
997.15,12,43
902.18,16,8
522.32,12,33
688.51,8,23
522.32,16,2
1187.08,14,20
2805.81,16,23
1187.08,16,32
451.09,12,6
664.77,12,38
864.2,13,14
1139.6,18,17
2374.15,18,26
340.14,13,3
278.38,17,1
593.54,12,12
425.93,12,4
163.82,12,5
1424.5,16,32
305.51,15,2
391.74,12,7
798.66,12,9
830.96,16,15
474.83,12,7
474.83,13,8
842.83,12,39
342.94,14,-1
905.35,15,7
997.15,16,12
469.14,15,10
567.9,16,4
237.42,14,48
451.09,14,12
578.58,18,12
925.93,18,14
1234.57,18,13
957.22,13,27
142.45,12,2
213.68,12,0
254.04,13,12
790.6,12,10
306.27,12,24
593.54,14,41
1068.38,16,13
522.32,12,11
712.25,12,29
569.8,12,43
854.7,18,40
569.8,18,40
474.83,12,5
498.58,12,19
664.77,16,8
759.73,18,8
902.18,16,21
1187.08,14,16
949.67,13,23
534.19,8,48
187.42,12,12
759.73,16,17
712.25,16,13
222.41,13,0
569.8,12,38
569.8,12,16
1039.89,12,26
474.46,12,3
859.41,12,46
617.28,12,17
451.09,8,46
726.5,12,18
735.99,12,43
952.16,18,22
695.63,18,13
157.15,12,9
474.83,12,26
519.94,12,4
522.32,12,23
666.67,12,37
544.35,18,18
238.68,16,-1
207.63,12,12
185.19,12,9
290.24,12,6
284.9,13,3
730.01,11,36
498.58,18,7
783.48,18,21
546.06,12,43
190.88,12,13
406.77,12,8
871.46,9,47
2160.49,13,1
498.58,8,42
1481.48,18,10
284.9,12,2
432.1,15,7
749.62,18,14
569.8,12,13
451.09,12,17
411.32,11,19
916.64,12,16
459.59,12,8
1068.38,18,9
655.27,12,8
1206.08,18,18
753.94,13,31
308.64,13,35
640.55,14,10
728.87,18,17
308.64,12,37
198.05,12,4
569.8,12,32
317.74,13,6
67.28,12,1
474.83,14,9
231.48,12,8
878.44,18,8
676.66,16,29
759.73,16,16
830.96,12,17
914.06,16,40
1068.38,18,15
997.15,10,43
712.25,13,37
1377.02,18,24
216.05,14,-1
1020.89,14,27
356.13,12,3
1899.34,18,34
1092.12,16,12
664.77,15,14
1139.6,12,40
363.25,12,6
379.87,15,4
427.35,12,22
366.33,12,14
546.06,12,15
739.1,12,19
282.53,12,20
353.58,12,10
1068.38,16,23
93.28,2,11
493.83,12,9
273.03,14,24
320.46,12,11
593.54,11,6
695.7,12,16
505.58,12,15
541.98,16,9
192.04,15,4
688.51,12,40
1044.63,16,15
802.47,17,36
807.22,18,16
569.8,14,25
237.42,13,14
107,12,1
712.25,16,12
284.9,9,19
391.74,0,33
383.19,15,9
403.61,12,32
569.8,12,12
629.15,12,10
427.35,13,19
593.54,18,10
498.58,18,4
453.51,12,8
427.35,18,8
417.85,9,16
498.58,10,15
983.62,18,12
332.38,14,16
1258.17,18,5
537.87,12,30
546.06,18,28
494.78,18,38
664.77,16,38
712.25,14,31
246.91,11,4
339.51,15,0
925.93,12,18
205.76,12,12
522.32,14,11
185.19,18,34
269.11,12,3
622.13,13,21
284.9,11,7
188.96,18,3
925.93,12,12
735.99,12,32
293.21,8,43
479.58,13,21
90.02,18,0
593.54,16,3
522.32,9,21
830.96,14,35
522.32,12,40
519.94,16,6
593.54,18,19
712.25,11,14
949.67,13,34
451.09,12,25
237.42,12,10
379.87,11,47
593.54,14,5
783.48,12,19
427.35,12,4
536.56,11,16
498.58,13,22
569.8,13,11
152.26,14,-1
460.32,12,22
232.96,14,9
830.96,14,10
332.38,12,10
318.14,12,5
484.33,12,8
569.8,16,21
726.22,12,11
830.96,12,13
220.8,14,0
712.25,12,26
390.95,18,0
112.23,12,4
234,12,4
166.19,8,28
213.68,10,20
462.44,13,15
386.06,11,3
557.93,14,9
1068.38,12,16
1353.28,16,38
593.54,14,4
490.72,13,23
641.03,17,2
617.28,12,12
452.97,12,10
540.12,12,10
532.31,12,20
304.15,18,22
593.54,12,12
403.61,12,11
667.14,17,11
670.96,18,17
573.19,12,24
257.89,10,45
731.48,12,21
657.64,18,13
634.09,12,23
811.97,12,11
291.55,12,35
261.16,16,6
522.32,15,0
546.06,14,10
569.8,13,21
402.02,6,22
759.73,16,9
712.25,12,24
641.03,17,2
712.25,18,8
189.93,10,16
451.09,11,8
807.22,16,9
725.66,12,22
664.77,9,42
688.51,14,14
1395.6,16,32
809.59,17,12
497.72,18,9
342.01,18,39
1543.21,18,24
925.93,12,44
617.28,12,31
1210.83,18,24
1068.38,16,28
593.54,12,23
830.96,12,36
237.42,12,13
759.73,10,36
370.37,11,8
645.77,16,7
949.67,12,14
830.96,12,16
664.77,12,13
1440.33,16,6
189.93,12,5
833.74,13,35
795.35,14,8
603.04,18,4
949.67,12,12
678.77,12,28
427.35,12,5
498.58,14,20
617.28,12,27
949.67,12,24
503.32,12,15
257.2,11,19
474.83,13,7
1037.51,16,15
500.95,17,1
712.25,13,11
1543.21,18,22
1024.86,18,11
739.72,12,23
146.26,14,-1
1020.89,17,18
356.13,14,46
617.28,16,4
902.18,12,31
811.97,12,34
617.28,13,10
470.09,15,2
569.8,16,3
569.61,12,21
1020.89,8,38
189.93,12,5
356.13,13,9
158.73,10,23
735.99,15,23
686.21,14,8
379.87,8,44
854.7,12,10
134.19,8,7
599.06,12,15
522.32,12,12
543.16,12,23
830.96,18,28
522.32,16,5
427.35,16,2
356.13,14,2
237.42,12,0
1115.86,14,12
712.25,12,9
949.67,12,28
2374.15,16,27
1500.85,18,14
925.93,12,41
504.04,12,17
859.59,12,25
325.93,18,19
237.42,12,2
617.28,17,8
522.32,11,40
1115.86,12,22
755.86,13,19
973.41,18,16
664.58,14,20
712.25,16,18
522.32,14,14
593.54,16,11
1163.34,12,18
830.96,12,12
997.15,17,28
415.48,9,24
641.03,14,6
294.4,12,12
722.13,18,9
427.35,12,22
783.48,11,36
474.83,13,5
1051.85,13,13
1187.08,18,14
586.42,14,22
771.6,14,30
356.13,12,35
127.73,15,-1
536.56,12,19
205.76,10,7
119.93,10,6
712.25,12,21
759.73,16,9
1234.57,14,26
213.68,12,1
581.67,18,5
356.13,11,5
783.48,12,18
569.8,14,14
949.67,15,21
335.1,14,5
712.25,18,26
726.22,11,38
1068.38,12,28
205.76,12,24
890.31,16,39
830.96,16,27
595.32,16,13
379.87,12,7
189.93,14,11
1286.01,11,36
848.77,10,27
166.19,14,2
1115.86,14,26
1377.02,16,14
1543.21,16,24
242.5,17,0
1068.38,16,18
569.8,14,29
1369.97,12,24
1187.08,17,23
249.29,12,1
474.83,12,10
1543.21,18,31
1780.63,16,23
1305.79,16,11
949.67,14,6
949.67,14,28
474.83,12,44
759.73,16,14
712.25,16,12
712.25,14,20
902.18,10,36
541.31,12,8
185.19,13,0
2374.15,12,35
514.4,13,3
1068.38,15,30
664.77,12,8
783.48,16,15
987.65,16,38
569.8,16,4
982.62,18,13
949.67,12,33
949.67,16,25
735.99,13,40
546.06,12,22
593.54,12,10
668.72,14,12
593.54,14,4
712.25,16,16
165.43,14,0
865.95,16,15
237.42,12,8
743.51,11,36
712.25,14,25
712.25,12,24
949.67,17,7
591.9,12,11
271.6,12,0
815.12,12,13
474.83,15,1
593.54,14,8
830.96,14,45
427.35,11,32
593.54,12,37
163.58,17,17
879.82,18,27
393.52,12,14
451.09,14,5
225.55,12,10
463.89,11,7
308.64,12,5
643,12,19
320.99,11,8
498.58,12,15
427.35,12,27
997.15,14,17
250.71,12,0
593.54,12,19
102.47,10,2
593.54,14,21
474.83,12,28
237.42,12,3
403.61,14,18
237.42,13,4
403.61,10,13
604.69,14,11
308.64,12,12
429.41,16,10
349,12,6
593.54,14,19
617.28,12,22
284.9,12,3
427.35,12,15
641.03,12,22
664.77,12,29
598.29,16,23
664.77,12,7
802.47,12,11
593.54,11,29
474.83,14,4
902.18,14,22
664.77,12,15
108.02,11,1
308.64,13,45
889.51,16,10
332.38,12,31
405.98,10,23
925.93,16,18
625.93,13,32
244.44,13,17
593.54,12,22
705.47,12,19
960.92,12,40
203.19,12,8
562.31,12,29
403.61,10,41
1187.08,12,40
284.9,12,1
1044.63,12,15
296.3,12,15
356.13,12,13
474.83,12,9
546.06,10,22
356.13,12,2
522.32,12,48
973.41,16,16
474.83,12,23
356.13,11,4
783.48,16,12
1163.34,16,14
403.61,12,23
280.63,16,35
341.88,16,23
296.77,18,24
379.87,8,42
707.5,18,22
474.83,13,16
743.26,16,5
1130.1,18,17
255.46,9,35
308.64,9,11
522.32,9,37
474.83,12,22
676.64,16,14
949.67,18,22
920.75,14,14
474.83,12,6
320.51,14,4
241.43,11,2
976.97,17,13
854.7,14,23
565.05,12,12
356.13,12,14
271.32,13,4
356.13,11,47
222.22,9,24
925.93,16,12
735.99,16,38
356.13,6,39
925.93,12,16
370.37,14,20
237.42,12,3
237.42,12,2
759.73,16,4
498.58,13,6
664.01,18,6
185.19,9,9
1000.07,13,28
959.16,16,18
617.28,16,18
1543.21,16,9
949.67,18,11
493.83,13,7
648.15,18,4
1039.89,17,21
123.46,17,-1
985.28,14,23
1282.05,17,11
712.25,13,36
546.06,12,18
318.52,12,2
664.77,12,49
1210.83,17,29
688.51,12,24
759.73,12,27
203.78,14,4
712.25,12,24
1020.89,18,14
664.77,14,21
301.52,12,2
451.09,16,0
712.25,10,14
403.29,16,11
997.15,17,31
1424.5,16,27
298.77,7,27
546.06,18,5
441.6,16,6
688.51,12,18
415.48,15,16
830.96,13,29
830.96,13,31
1126.5,16,32
155.17,12,2
899.64,13,10
1187.08,16,30
1725.81,17,31
759.73,12,24
546.06,16,6
719.54,14,6
593.54,17,12
2168.08,16,33
427.35,5,25
783.48,16,15
498.58,14,10
462.96,16,-1
1187.08,18,28
451.09,18,12
688.51,14,8
586.42,12,21
1044.63,12,40
474.83,12,19
1282.05,18,15
157.41,13,0
1685.66,18,9
664.77,12,21
1234.57,16,14
1424.5,18,22
358.02,15,-1
593.54,14,21
937.8,16,10
301.99,12,10
493.83,11,3
805.56,18,7
830.96,12,44
830.96,11,39
308.64,10,10
669.52,15,4
1020.89,17,27
735.99,16,26
427.35,18,12
656.69,12,8
1305.79,16,14
997.15,18,14
189.93,18,6
1103.99,12,29
1067.81,17,30
200.93,6,14
395.06,0,42
205.86,1,25
807.22,10,43
320.99,12,1
601.85,12,6
686.13,13,16
1068.38,18,14
246.91,12,16
830.96,12,29
1305.79,18,28
593.54,18,16
807.22,13,27
744.73,18,23
584.05,17,3
1024.67,16,29
320.99,18,0
257.1,15,-1
712.25,9,38
1068.38,18,13
826.21,12,15
1089.32,14,15
1614.43,18,17
617.28,12,43
854.7,14,32
735.99,18,10
1631.05,18,24
1282.05,15,18
735.99,12,32
308.64,10,10
759.73,12,25
1115.86,18,34
474.83,18,11
894.16,7,46
1087.37,15,25
854.7,12,18
135.33,16,7
284.9,13,6
1804.37,16,10
440.65,15,4
617.28,12,18
830.96,13,9
617.28,12,12
593.54,10,17
843.52,14,24
1108.64,18,28
525.17,13,17
897.44,13,18
227.33,12,0
546.06,13,4
417.85,16,12
759.73,12,13
735.99,13,21
1098.25,12,26
237.42,13,0
1187.08,14,28
593.54,15,7
1044.63,12,22
1282.05,16,23
1580.4,18,34
369.54,16,2
807.74,12,16
830.96,12,13
474.83,8,37
54.69,12,1
664.77,16,18
641.03,13,17
688.51,15,9
1028.4,12,31
314.81,11,6
328.4,14,4
498.58,11,26
1000.69,18,17
712.25,12,19
759.73,12,19
712.25,14,10
959.45,18,9
1424.5,18,19
830.96,14,27
534.19,18,6
759.73,14,16
252.53,15,4
92.59,14,4
308.64,16,29
712.25,11,29
688.51,12,18
593.54,12,26
824.74,16,4
694.44,16,9
356.13,10,12
652.9,12,39
854.7,14,39
506.17,11,9
728.4,14,43
759.73,12,9
617.28,16,14
624.41,16,7
830.96,12,19
686.92,12,14
197.53,9,42
320.99,12,17
474.83,12,40
403.61,10,34
370.37,12,34
1163.34,17,17
379.87,14,31
830.96,12,10
1424.5,16,40
973.41,13,22
830.96,18,21
830.96,5,23
605.41,16,6
483.09,13,21
735.99,18,12
555.56,12,5
197.53,13,-1
522.32,18,7
508.07,18,3
949.67,16,16
856.55,15,9
641.03,14,20
1115.86,14,29
498.58,18,6
923.55,16,7
1410.93,17,22
784.59,12,29
474.83,12,26
296.77,7,37
294.4,11,9
807.22,18,10
807.22,18,15
1139.6,18,24
435.73,12,23
593.54,16,9
510.45,18,7
841.75,18,14
481.96,12,9
899.81,12,22
569.8,16,14
289.65,10,14
617.28,12,21
1220.77,14,38
1709.4,16,14
1384.57,18,21
604.69,16,22
2113.01,18,15
1329.53,18,33
949.67,16,24
1139.6,16,19
673.55,16,7
1689.22,18,27
641.03,12,14
291.36,10,37
551.59,8,47
209.19,12,2
1733.14,16,34
392.47,14,8
922.25,11,45
1092.12,18,19
925.93,12,29
246.91,12,5
735.99,11,18
498.58,6,52
664.77,12,40
242.17,18,4
438.96,16,9
925.93,16,8
569.8,12,18
259.26,12,23
222.22,13,3
295.31,10,47
973.41,12,35
451.09,12,6
522.32,9,27
284.9,16,3
676.64,16,17
138.89,12,8
688.51,11,16
997.15,16,30
246.91,14,13
712.25,16,18
712.25,10,41
759.73,17,35
237.42,12,30
246.91,13,0
550.88,17,6
1092.12,12,5
795.35,18,15
1377.02,16,30
474.83,16,2
1946.82,16,29
771.6,8,45
1006.32,16,16
569.8,14,11
617.28,13,30
807.22,15,14
1068.38,14,14
451.09,12,19
717,15,11
462.96,6,52
403.61,12,21
451.09,11,34
427.35,14,16
895.67,16,16
379.87,15,2
631.53,12,5
474.83,14,3
395.16,16,5
641.98,13,23
830.96,13,10
593.54,18,17
356.13,12,28
189.93,12,1
593.54,16,14
949.67,18,31
127.78,18,2
257.2,17,4
403.61,15,5
1358.02,18,21
1305.79,18,11
911.97,12,30
555.56,12,11
1804.37,17,26
1207.41,16,33
246.91,13,14
973.41,7,47
783.48,16,18
271.6,9,48
712.25,12,9
1187.08,15,9
969.85,17,16
759.73,12,26
973.41,13,26
670.92,15,6
154.32,7,7
237.42,12,7
189.93,11,6
379.87,12,32
1139.6,13,10
641.03,12,17
379.87,12,8
498.58,12,17
1068.38,12,21
712.25,12,38
581.67,18,28
462.96,18,6
641.03,14,24
406.2,12,10
498.58,12,13
2374.15,17,41
328.34,13,3
902.18,16,36
274.35,16,0
427.35,13,3
474.83,12,20
891.63,8,46
498.58,12,9
1187.08,18,17
85.73,10,21
593.54,12,32
320.99,8,29
415.48,14,13
522.32,13,19
712.25,15,12
2374.15,16,28
830.96,13,26
427.35,12,28
237.42,12,0
1020.89,14,41
641.03,12,24
2112.48,16,7
313.39,18,-1
569.8,16,8
712.25,17,6
1661.92,18,23
902.18,16,7
925.93,18,15
1519.47,18,34
997.15,16,19
1044.63,16,14
379.87,16,1
483.75,16,4
1068.38,18,21
1661.92,18,17
2374.15,18,32
830.96,16,42
284.9,12,4
391.74,14,2
498.58,12,2
183.49,0,31
239.17,9,3
142.45,3,24
142.45,1,18
662.39,14,21
783.48,18,9
771.6,18,0
294.14,11,6
451.09,9,53
569.8,12,12
1194.74,11,39
771.6,12,3
332.38,6,48
118.71,11,2
569.8,10,22
830.96,9,34
488.68,15,17
288.07,16,10
617.28,14,13
394.11,12,22
128.6,13,2
593.54,12,31
246.91,12,18
296.77,10,25
213.68,5,51
503.32,11,23
503.91,7,44
237.42,12,10
427.35,12,44
451.09,12,32
902.18,18,17
503.7,12,41
1068.38,18,16
902.18,18,19
1947.41,18,34
427.35,16,3
593.54,18,2
918.8,18,16
973.41,12,22
830.96,18,6
407.95,18,4
435.73,16,3
593.54,16,1
1661.92,18,20
2255.46,17,20
807.22,17,8
1721.27,16,35
1424.5,17,20
246.91,16,2
498.58,12,29
237.42,13,4
925.93,18,18
427.35,16,10
401.23,12,17
664.77,12,22
379.87,13,17
534.19,12,27
403.61,12,4
228.4,18,0
154.32,17,4
384.07,11,17
246.91,12,8
254.04,12,3
997.15,18,6
854.7,16,17
925.93,15,21
1068.38,18,17
1471.98,18,21
498.58,13,11
185.19,0,29
246.91,2,15
246.91,1,11
166.19,0,17
1141.98,18,20
973.41,16,25
982.05,18,11
997.15,18,14
332.38,16,21
712.25,12,33
237.42,12,24
189.93,12,1
308.64,9,27
215.57,14,16
546.06,12,36
237.42,11,22
735.99,18,15
603.04,7,55
1424.5,18,6
427.35,18,1
878.44,12,30
759.73,16,11
692.59,12,40
546.06,15,5
446.34,10,50
1424.5,18,13
270.06,18,7
232.67,12,12
783.48,18,12
949.67,18,17
830.96,18,15
871.46,16,2
396.49,16,2
1086.94,16,22
1296.01,18,8
466.62,14,26
498.58,12,15
375.51,13,6
1353.28,18,15
1198.96,18,10
795.35,16,10
724.12,16,6
261.16,12,14
296.77,12,8
749.41,13,34
440.05,12,22
474.83,12,17
593.54,12,23
759.73,16,10
403.61,12,20
189.93,12,13
546.3,9,10
164.61,8,4
949.67,16,10
1377.02,18,17
1139.6,16,11
498.58,16,5
688.51,18,15
411.52,16,1
522.32,16,5
474.83,16,4
997.15,18,24
973.41,16,22
512.82,3,20
688.51,11,26
356.13,12,20
738.46,12,44
1320.7,15,19
197.53,13,-1
641.03,6,48
740.74,9,28
601.97,7,42
444.44,11,25
271.6,12,15
498.58,17,15
522.32,12,12
712.25,12,32
474.83,15,35
474.83,10,43
332.38,11,8
170.94,16,1
192.04,12,1
765.43,18,12
460.39,16,12
555.56,12,32
370.37,10,10
427.35,12,31
261.16,14,3
271.6,6,27
641.03,11,32
1419.75,18,18
1115.86,18,13
284.9,12,8
201.56,12,7
1305.79,18,13
1210.83,18,16
985.28,18,19
949.67,16,20
1424.5,16,15
332.38,14,12
368,12,8
949.67,18,15
375,16,32
2374.15,18,11
1804.37,18,29
522.32,18,11
427.35,16,12
1305.79,18,2
650.52,16,8
474.83,18,10
1637.14,18,22
1020.89,18,6
268.28,14,12
997.15,18,9
